gene_symbol	config_source	status	distinct_patient_count	total_sv_count	n_events_analyzed	in_frame_percent	domain_retention_percent	fisher_p_value	permutation_p_value	min_fdr_adjusted_q_value	fdr_significant	top_composite_score	top_composite_partner_gene	error
TP63	auto	ok	24	24	7	28.571428571428573	14.285714285714286	1.0	1.0	1.0	False	0.2755102040816326	LINC00578	
AKT1	auto	ok	23	23	7	0.0	57.142857142857146			1.0	False	0.452281746031746	LAMTOR1	
MAP3K13	auto	ok	23	24	5	0.0	20.0			1.0	False	0.4666666666666667	MASP1	
MDM2	auto	ok	23	23	17	23.529411764705884	41.1764705882353	0.9117647058823529	0.8811881188118812	1.0	False	0.2666677168935744	CADM3	
MED12	auto	ok	23	23	6	0.0	33.333333333333336			1.0	False	0.4444444444444445	LINC01281	
RAF1	auto	ok	23	23	12	25.0	58.333333333333336	0.9545454545454546	1.0	1.0	False	0.25	PPP4R2	
TCF7L2	auto	ok	23	23	4	0.0	25.0			1.0	False	0.5	FAM204A	
EIF4A2	auto	ok	22	22	6	0.0	16.666666666666668			1.0	False	0.5448859455481972	RFC4	
PARP1	auto	ok	22	22	10	10.0	70.0	0.7	0.9306930693069307	1.0	False	0.31890381170464693	LIN9	
PIK3CD	auto	ok	22	23	8	12.5	50.0	0.5	0.9108910891089109	1.0	False	0.2693047695156103	MARK4	
PLK2	auto	ok	22	22	7	28.571428571428573	57.142857142857146	0.2857142857142857	0.33663366336633666	1.0	False	0.33909079556816285	PDE4D	
PPP2R1A	auto	ok	22	23	6	50.0	33.333333333333336	0.7999999999999999	0.7524752475247525	1.0	False	0.2901252779107804	FRMD4A	
PRKCI	auto	ok	22	22	6	33.333333333333336	33.333333333333336	0.6	0.8217821782178217	1.0	False	0.2145052584360296	VPS8	
RAD54L	auto	ok	22	22	5	0.0	40.0			1.0	False	0.4666666666666667	XPO7	
FLT3	auto	ok	21	21	5	0.0	40.0			1.0	False	0.4666666666666667	unknown	
RPS6KA4	auto	ok	21	22	13	38.46153846153846	53.84615384615385	0.24747474747474751	0.5742574257425742	1.0	False	0.25585608226059386	MACROD1	
SMARCD1	auto	ok	21	21	8	12.5	50.0	0.5714285714285714	0.7920792079207921	1.0	False	0.2771345704341626	SPATS2	
ASPSCR1	auto	ok	20	20	20	70.0	20.0	0.9391124871001032	0.8316831683168316	1.0	False	0.5488127079742561	TFE3	
FLCN	auto	ok	20	21	10	50.0	60.0	0.8809523809523809	0.9504950495049505	1.0	False	0.2722160764551098	COPS3	
MSH6	auto	ok	20	20	6	0.0	50.0			1.0	False	0.4444444444444445	RHOQ	
PIK3CB	auto	ok	20	20	5	0.0	60.0			1.0	False	0.4666666666666667	FOXL2	
PIK3R3	auto	ok	20	20	3	33.333333333333336	33.333333333333336	1.0	1.0	1.0	False	0.1818181818181818	ARHGEF10L	
SMYD3	auto	ok	20	20	4	25.0	50.0	0.6666666666666667	0.21782178217821782	1.0	False	0.16644994058911072	COQ5	
SRC	auto	ok	20	20	4	25.0	0.0	1.0	1.0	1.0	False	0.3214285714285714	RPN2	
CASP8	auto	ok	19	19	9	22.22222222222222	33.333333333333336	1.0	1.0	1.0	False	0.2619047619047619	ORC2	
CHEK2	auto	ok	19	19	6	16.666666666666668	66.66666666666667	0.6666666666666667	0.3564356435643564	1.0	False	0.4861737869495503	TTC28	
CSF1R	auto	ok	19	19	9	0.0	55.55555555555556			1.0	False	0.40740740740740744	MAN2A1	
LATS1	auto	ok	19	19	6	16.666666666666668	66.66666666666667	0.6666666666666667	0.5148514851485149	1.0	False	0.29601135821956587	MACROD2	
PTCH1	auto	ok	19	19	5	0.0	40.0			1.0	False	0.4666666666666667	STRN	
YAP1	auto	ok	19	19	5	20.0	20.0	1.0	1.0	1.0	False	0.3	MAML2	
FGFR4	auto	ok	18	18	9	11.11111111111111	44.44444444444444	1.0	1.0	1.0	False	0.2619047619047619	ZNF346	
PGR	auto	ok	18	18	7	14.285714285714286	71.42857142857143	0.7142857142857143	0.9801980198019802	1.0	False	0.27582042476681456	CCND1	
VTCN1	auto	ok	18	18	5	20.0	60.0	0.5999999999999999	0.9900990099009901	1.0	False	0.30015433477795156	VSIG10	
CSF3R	auto	ok	17	18	6	33.333333333333336	66.66666666666667	0.4	0.594059405940594	1.0	False	0.2937917901213928	TFAP2E	
EGFL7	auto	ok	17	17	4	50.0	25.0	1.0	1.0	1.0	False	0.4285714285714286	PNPLA7	
ERCC5	auto	ok	17	17	8	0.0	37.5			1.0	False	0.5	USH2A	
LDLR	auto	ok	17	17	15	20.0	60.0	0.7252747252747253	0.8514851485148515	1.0	False	0.44545053745511354	SMARCA4	
PLCG2	auto	ok	17	17	6	33.333333333333336	33.333333333333336	1.0	1.0	1.0	False	0.2857142857142857	WWOX	
SDC4	auto	ok	17	17	17	82.3529411764706	0.0	1.0	1.0	1.0	False	0.4285714285714286	ROS1	
SEC16A	auto	ok	17	17	17	23.529411764705884	47.05882352941177	1.0	1.0	1.0	False	0.4285714285714286	NOTCH1	
TAP1	auto	ok	17	17	7	0.0	57.142857142857146			1.0	False	0.42857142857142855	HLA-DMB	
TGFBR1	auto	ok	17	17	4	25.0	75.0	0.75	0.7524752475247525	1.0	False	0.35825252881114056	COL15A1	
CTCF	auto	ok	16	16	4	0.0	25.0			1.0	False	0.5	CARMIL2	
CUL1	auto	ok	16	16	14	35.714285714285715	0.0	1.0	1.0	1.0	False	0.33206246672582074	BRAF	
DICER1	auto	ok	16	16	5	0.0	40.0			1.0	False	0.5813454587851231	DLGAP5	
PDGFRB	auto	ok	16	16	5	40.0	60.0	0.9	0.9504950495049505	1.0	False	0.30078750502653834	SH3PXD2B	
RAD51B	auto	ok	16	16	2	50.0	100.0	1.0	1.0	1.0	False	0.2727272727272727	CCND2	
RECQL	auto	ok	16	16	4	0.0	50.0			1.0	False	0.5	TMEM117	
SMO	auto	ok	16	16	8	0.0	0.0			1.0	False	0.4166666666666667	MKRN1	
SUZ12	auto	ok	16	16	5	0.0	20.0			1.0	False	0.4666666666666667	KMT2A	
CCND1	auto	ok	15	15	7	0.0	57.142857142857146			1.0	False	0.42857142857142855	PICALM	
CCNE1	auto	ok	15	15	5	20.0	20.0	1.0	1.0	1.0	False	0.3	CLEC1A	
TNFRSF14	auto	ok	15	15	4	25.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	PLCH2	
CDK4	auto	ok	14	14	6	33.333333333333336	16.666666666666668	1.0	1.0	1.0	False	0.2857142857142857	LGR5	
E2F3	auto	ok	14	14	5	0.0	20.0			1.0	False	0.4666666666666667	FGD2	
NUP93	auto	ok	14	14	5	0.0	0.0			1.0	False	0.4666666666666667	MT1H	
RIT1	auto	ok	14	14	6	0.0	16.666666666666668			1.0	False	0.4444444444444445	KCNN3	
SESN3	auto	ok	14	15	5	20.0	0.0	1.0	1.0	1.0	False	0.10909090909090907	GRIA4	
SF3B1	auto	ok	14	15	5	20.0	40.0	1.0	1.0	1.0	False	0.3	PLEKHM3	
MST1R	auto	ok	13	13	5	20.0	60.0	0.5999999999999999	0.6732673267326733	1.0	False	0.3061361593241574	IP6K1	
NPM1	auto	ok	13	13	4	50.0	25.0	1.0	1.0	1.0	False	0.3214285714285714	FGF18	
YES1	auto	ok	13	13	6	16.666666666666668	16.666666666666668	1.0	1.0	1.0	False	0.4285714285714286	GRK3	
AKT3	auto	ok	12	12	3	33.333333333333336	66.66666666666667	1.0	1.0	1.0	False	0.3636363636363636	SDCCAG8	
CEBPA	auto	ok	12	12	6	0.0	16.666666666666668			1.0	False	0.4444444444444445	UBA2	
DUSP4	auto	ok	12	12	6	0.0	33.333333333333336			1.0	False	0.4444444444444445	KIF13B	
FYN	auto	ok	12	12	3	66.66666666666667	66.66666666666667	1.0	0.9801980198019802	1.0	False	0.18221300814477692	LAMA2	
IDH1	auto	ok	12	12	4	25.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	CMKLR2-AS	
PAX5	auto	ok	12	12	3	33.333333333333336	66.66666666666667	0.6666666666666667	0.9801980198019802	1.0	False	0.18221300814477692	ADAMTSL1	
PIK3C3	auto	ok	12	12	1	100.0	0.0	1.0	1.0	1.0	False	0.5454545454545454	SLC35D4	
PIK3CA	auto	ok	12	12	5	0.0	20.0			1.0	False	0.5945196647324307	NAALADL2	
SDHA	auto	ok	12	12	5	40.0	40.0	0.7	0.48514851485148514	1.0	False	0.31121876049121894	AHRR	
ERCC4	auto	ok	11	11	5	20.0	20.0	1.0	1.0	1.0	False	0.3	RBFOX1	
FGF19	auto	ok	11	11	8	0.0	75.0			1.0	False	0.4166666666666667	CCND1	
GSK3B	auto	ok	11	11	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	FSTL1	
MKRN1	auto	ok	11	11	11	63.63636363636363	0.0	1.0	1.0	1.0	False	0.4958677685950412	BRAF	
MLH1	auto	ok	11	14	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	SLC4A7	
PHF7	auto	ok	11	11	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	BAP1	
RAD51D	auto	ok	11	11	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	ASIC2	
RELA	auto	ok	11	11	6	33.333333333333336	100.0	1.0	1.0	1.0	False	0.45454545454545453	ZFTA	
SOS1	auto	ok	11	11	3	33.333333333333336	0.0	1.0	1.0	1.0	False	0.1818181818181818	ALK	
TACC2	auto	ok	11	11	8	62.5	100.0	1.0	1.0	1.0	False	0.5454545454545454	FGFR2	
BMPR1A	auto	ok	10	10	1	100.0	0.0	1.0	1.0	1.0	False	0.5454545454545454	DACH2	
CDK8	auto	ok	10	10	4	25.0	0.0	1.0	1.0	1.0	False	0.13636363636363635	CACNA1I	
CUL3	auto	ok	10	10	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	CERKL	
EPAS1	auto	ok	10	10	5	0.0	20.0			1.0	False	0.4666666666666667	SBF2	
IKZF3	auto	ok	10	10	8	25.0	100.0	1.0	1.0	1.0	False	0.3409090909090909	ERBB2	
MDM4	auto	ok	10	10	4	25.0	25.0	1.0	1.0	1.0	False	0.3214285714285714	EFCAB6	
RXRA	auto	ok	10	10	3	33.333333333333336	66.66666666666667	1.0	1.0	1.0	False	0.1818181818181818	RAPGEF1	
TRIM24	auto	ok	10	10	9	88.88888888888889	0.0	1.0	1.0	1.0	False	0.4848484848484848	BRAF	
ARAF	auto	ok	9	10	2	50.0	50.0	1.0	1.0	1.0	False	0.2727272727272727	SCML2	
LRP1	auto	ok	9	9	5	0.0	20.0			1.0	False	0.7038161501159604	NAB2	
NTHL1	auto	ok	9	9	3	33.333333333333336	66.66666666666667	0.6666666666666667	0.5346534653465347	1.0	False	0.19417852790725787	ABCA3	
PPARG	auto	ok	9	9	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	IQSEC1	
RAD51	auto	ok	9	9	3	66.66666666666667	0.0	1.0	1.0	1.0	False	0.3636363636363636	EGFR	
SESN1	auto	ok	9	9	5	0.0	20.0			1.0	False	0.4666666666666667	PPIL6	
STK40	auto	ok	9	9	3	33.333333333333336	0.0	1.0	1.0	1.0	False	0.1818181818181818	ASXL2	
ACOXL	auto	ok	8	8	8	12.5	50.0	0.5	0.504950495049505	1.0	False	0.3855982570601681	BCL2L11	
ETV4	auto	ok	8	8	6	33.333333333333336	16.666666666666668	1.0	1.0	1.0	False	0.3960155490767736	TMPRSS2	
HNF1A	auto	ok	8	8	5	0.0	20.0			1.0	False	0.4666666666666667	CFAP251	
IKZF1	auto	ok	8	8	1	100.0	0.0	1.0	1.0	1.0	False	0.5454545454545454	BBS9	
IRF4	auto	ok	8	8	5	0.0	20.0			1.0	False	0.4666666666666667	IFNGR1	
KRAS	auto	ok	8	8	3	33.333333333333336	0.0	1.0	1.0	1.0	False	0.1818181818181818	MS4A2	
MAPK1	auto	ok	8	8	2	50.0	50.0	0.5	0.5445544554455446	1.0	False	0.2847253947403817	GNL2	
MCL1	auto	ok	8	8	6	0.0	50.0			1.0	False	0.4444444444444445	NOS1AP	
MSI1	auto	ok	8	8	5	20.0	40.0	1.0	1.0	1.0	False	0.31081198436821533	GCN1	
MYD88	auto	ok	8	8	6	33.333333333333336	33.333333333333336	0.6	0.7128712871287128	1.0	False	0.2909638884768348	ACAA1	
PDE4D	auto	ok	8	8	6	16.666666666666668	66.66666666666667	0.6666666666666667	0.22772277227722773	1.0	False	0.38009262634875174	MAP3K1	
PTK2	auto	ok	8	8	8	25.0	50.0	1.0	1.0	1.0	False	0.38624748490945676	AGO2	
SLC25A21	auto	ok	8	8	8	0.0	12.5			1.0	False	0.5	FOXA1	
CACNA1A	auto	ok	7	7	7	14.285714285714286	42.857142857142854	0.5	0.5247524752475248	1.0	False	0.28551182923098456	DNMT1	
CDK6	auto	ok	7	7	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	PPP1R9A	
CRKL	auto	ok	7	7	4	0.0	50.0			1.0	False	0.5	RASGEF1C	
DCUN1D1	auto	ok	7	7	3	66.66666666666667	0.0	1.0	1.0	1.0	False	0.1818181818181818	ASCC3	
DGKH	auto	ok	7	7	7	0.0	28.571428571428573			1.0	False	0.4761904761904762	FH	
DNM2	auto	ok	7	7	7	28.571428571428573	42.857142857142854	0.7142857142857143	0.9405940594059405	1.0	False	0.22975796526046313	CARM1	
GAB2	auto	ok	7	7	5	20.0	20.0	1.0	1.0	1.0	False	0.3	FGFR2	
IGF2	auto	ok	7	8	4	50.0	75.0	0.5	1.0	1.0	False	0.4285714285714286	PHF21A	
KREMEN1	auto	ok	7	7	7	28.571428571428573	42.857142857142854	1.0	1.0	1.0	False	0.2755102040816326	NF2	
NR4A3	auto	ok	7	7	7	57.142857142857146	71.42857142857143	0.7142857142857142	1.0	1.0	False	0.4285714285714286	EWSR1	
ST7	auto	ok	7	7	7	14.285714285714286	0.0	1.0	1.0	1.0	False	0.5724751439037153	MET	
TACC1	auto	ok	7	7	4	25.0	100.0	1.0	1.0	1.0	False	0.2727272727272727	FGFR1	
USP34	auto	ok	7	7	7	14.285714285714286	85.71428571428571	1.0	1.0	1.0	False	0.4285714285714286	XPO1	
CAMTA1	auto	ok	6	6	5	20.0	20.0	1.0	1.0	1.0	False	0.3	TET1	
CDKN2C	auto	ok	6	6	3	33.333333333333336	66.66666666666667	0.6666666666666667	0.32673267326732675	1.0	False	0.20390033790476156	NKAIN1	
CPM	auto	ok	6	6	5	40.0	20.0	1.0	1.0	1.0	False	0.3	CSF1R	
CTNNA3	auto	ok	6	6	5	60.0	20.0	0.5999999999999999	0.22772277227722773	1.0	False	0.3973189327266576	FGFR2	
DTNB	auto	ok	6	6	6	16.666666666666668	0.0	1.0	1.0	1.0	False	0.35714285714285715	DNMT3A	
EPHX3	auto	ok	6	6	6	16.666666666666668	33.333333333333336	1.0	1.0	1.0	False	0.23170731707317074	BRD4	
GALNT11	auto	ok	6	6	6	0.0	66.66666666666667			1.0	False	0.6666666666666667	KMT2C	
GRB7	auto	ok	6	6	5	0.0	20.0			1.0	False	0.5333333333333333	ERBB2	
NOS1AP	auto	ok	6	6	6	0.0	0.0			1.0	False	0.4444444444444445	FLCN	
SMARCA2	auto	ok	6	6	3	33.333333333333336	66.66666666666667	0.6666666666666667	0.8217821782178217	1.0	False	0.18569287642757126	EWSR1	
SOX2	auto	ok	6	6	4	0.0	50.0			1.0	False	0.4482758620689655	SOX2-OT	
TANC2	auto	ok	6	6	6	16.666666666666668	33.333333333333336	1.0	1.0	1.0	False	0.2857142857142857	RNF43	
TFG	auto	ok	6	6	6	100.0	100.0	1.0	1.0	1.0	False	0.2727272727272727	ROS1	
ATE1	auto	ok	5	5	3	33.333333333333336	0.0	1.0	1.0	1.0	False	0.5454545454545454	FGFR2	
BCL2L1	auto	ok	5	5	2	50.0	50.0	0.5	0.49504950495049505	1.0	False	0.286606880429392	FSIP1	
CNTNAP2	auto	ok	5	5	3	66.66666666666667	0.0	1.0	1.0	1.0	False	0.3636363636363636	MET	
CREM	auto	ok	5	5	5	20.0	100.0	1.0	1.0	1.0	False	0.3272727272727272	EWSR1	
EXOC4	auto	ok	5	5	5	0.0	20.0			1.0	False	0.6000000000000001	KMT2C	
FBXL7	auto	ok	5	5	4	50.0	75.0	0.5	0.594059405940594	1.0	False	0.4366489329785357	RET	
GPATCH8	auto	ok	5	5	4	25.0	50.0	0.5	0.8514851485148515	1.0	False	0.3239222472335384	MAP3K14	
HCN1	auto	ok	5	5	1	100.0	0.0	1.0	1.0	1.0	False	0.5454545454545454	DROSHA	
LRP1B	auto	ok	5	5	2	50.0	50.0	1.0	1.0	1.0	False	0.2727272727272727	ALK	
MAD1L1	auto	ok	5	5	5	40.0	0.0	1.0	1.0	1.0	False	0.3857142857142858	TMPRSS2	
PICALM	auto	ok	5	5	5	0.0	80.0			1.0	False	0.4666666666666667	CCND1	
PRKAG2	auto	ok	5	5	5	20.0	40.0	1.0	1.0	1.0	False	0.34285714285714286	KMT2C	
RAC2	auto	ok	5	5	2	50.0	0.0	1.0	1.0	1.0	False	0.2727272727272727	ATP6V0A4	
SBNO2	auto	ok	5	5	4	0.0	75.0			1.0	False	0.5	TCF3	
SDHAF2	auto	ok	5	6	1	100.0	0.0	1.0	1.0	1.0	False	0.5454545454545454	MGMT	
SFPQ	auto	ok	5	5	4	25.0	50.0	1.0	1.0	1.0	False	0.4285714285714286	TFE3	
SHANK2	auto	ok	5	5	4	0.0	50.0			1.0	False	0.5	FGF3	
SMARCE1	auto	ok	5	5	1	100.0	100.0	1.0	1.0	1.0	False	0.5454545454545454	DNAJC17	
SMURF2	auto	ok	5	5	4	25.0	75.0	0.75	0.3564356435643564	1.0	False	0.3374292454648341	CD79B	
SPTBN1	auto	ok	5	5	4	50.0	0.0	1.0	1.0	1.0	False	0.5454545454545454	ALK	
THSD4	auto	ok	5	5	4	25.0	25.0	1.0	1.0	1.0	False	0.3214285714285714	STAT5A	
TMEM117	auto	ok	5	5	5	0.0	0.0			1.0	False	0.4666666666666667	RECQL	
WWOX	auto	ok	5	5	5	0.0	40.0			1.0	False	0.4666666666666667	TP53	
CDKN2A	auto	ok	185	187	21	4.761904761904762	0.0				False	0.2857142857142857	CDKN2B	
KMT2B	unresolved	failed	68	69							False			No canonical transcript/protein could be resolved for this gene.
NSD3	auto	ok	58	58	28	14.285714285714286	0.0				False	0.14285714285714285	FGFR1	
RECQL4	unresolved	failed	54	54							False			No canonical transcript/protein could be resolved for this gene.
PRKN	auto	ok	40	40	4	50.0	0.0				False	0.25	ESR1	
NSD2	auto	ok	37	37	9	33.333333333333336	0.0				False	0.3333333333333333	FGFR3	
MAP3K14	unresolved	failed	36	36							False			No canonical transcript/protein could be resolved for this gene.
TCF3	unresolved	failed	35	36							False			No canonical transcript/protein could be resolved for this gene.
RASA1	auto	ok	32	32	4	0.0	50.0				False	0.5	KIAA0825	
STAG2	auto	ok	31	31	2	0.0	0.0				False	0.5	KCNJ15	
AR	auto	ok	30	30	2	0.0	50.0				False	0.5	CAGE1	
CDC73	auto	ok	28	28	2	0.0	50.0				False	0.5	HIVEP3	
JAK2	auto	ok	27	27	3	0.0	33.333333333333336				False	0.3333333333333333	CDC37L1	
CDKN1B	auto	ok	24	24	3	0.0	0.0				False	0.3333333333333333	BCL2L14	
MSH2	auto	ok	23	23	4	0.0	0.0				False	0.25	CTNNA2	
NFKBIA	auto	ok	23	23	1	0.0	100.0				False	1.0	CHCT1	
MEN1	auto	ok	22	22	3	0.0	0.0				False	0.3333333333333333	MAML2	
MYC	auto	ok	22	22	3	0.0	33.333333333333336				False	0.3333333333333333	BCR	
TET2	auto	ok	21	23	3	0.0	66.66666666666667				False	0.6666666666666666	ARHGEF38	
ERF	unresolved	failed	20	20							False			No canonical transcript/protein could be resolved for this gene.
KIT	auto	ok	20	20	2	0.0	0.0				False	0.5	KDR	
CDKN2B-AS1	unresolved	failed	19	19							False			No canonical transcript/protein could be resolved for this gene.
EPHA3	auto	ok	19	19	2	0.0	0.0				False	0.5	MAPK6	
NEGR1	auto	ok	19	19	3	0.0	66.66666666666667				False	0.3333333333333333	HELZ	
PALB2	auto	ok	19	19	5	0.0	0.0				False	0.2	ERN2	
SEPTIN14	unresolved	failed	19	19							False			No canonical transcript/protein could be resolved for this gene.
BBC3	auto	ok	18	18	8	50.0	0.0				False	0.375	SAE1	
GATA3	auto	ok	18	18	2	0.0	0.0				False	0.5	CAMK1D	
AMER1	auto	ok	17	17	3	0.0	33.333333333333336				False	0.3333333333333333	ASB12	
COP1	auto	ok	17	17	2	50.0	0.0				False	0.5	DNAJB4	
DDR2	auto	ok	17	17	5	0.0	0.0				False	0.2	CD247	
EPHA5	auto	ok	17	17	3	0.0	33.333333333333336				False	0.6666666666666666	TECRL	
INPP4B	auto	ok	17	18	1	100.0	0.0				False	1.0	FREM3	
RAD50	auto	ok	17	18	3	0.0	33.333333333333336				False	0.3333333333333333	FBN2	
BCL6	auto	ok	16	16	3	0.0	66.66666666666667				False	0.3333333333333333	DGKG	
ERRFI1	auto	ok	16	16	3	0.0	0.0				False	0.6666666666666666	ZNF135	
LATS2	auto	ok	16	16	1	0.0	0.0				False	1.0	ATP8A2	
MITF	auto	ok	16	16	1	0.0	100.0				False	1.0	FOXP1	
MSI2	auto	ok	16	16	2	0.0	50.0				False	0.5	BCAS3	
NCOA4	auto	ok	16	16	16	25.0	0.0				False	1.0	RET	
RAD52	auto	ok	16	16	1	0.0	100.0				False	1.0	IRAK2	
TGFBR2	auto	ok	16	16	2	0.0	50.0				False	0.5	GADL1	
TRAP1	unresolved	failed	16	16							False			No canonical transcript/protein could be resolved for this gene.
CREB3L1	unresolved	failed	15	15							False			No canonical transcript/protein could be resolved for this gene.
INPP4A	auto	ok	15	15	7	14.285714285714286	0.0				False	0.2857142857142857	MGAT4A	
MSH3	auto	ok	15	16	4	0.0	0.0				False	0.5	TERT	
GPS2	auto	ok	14	16	2	0.0	0.0				False	0.5	DNAH9	
HGF	auto	ok	14	14	4	0.0	50.0				False	0.5	AATF	
LINC00114	unresolved	failed	14	14							False			No canonical transcript/protein could be resolved for this gene.
TAP2	auto	ok	14	14	2	0.0	50.0				False	0.5	ACLY	
TRAF2	unresolved	failed	14	14							False			No canonical transcript/protein could be resolved for this gene.
CYLD	auto	ok	13	13	1	0.0	0.0				False	1.0	TACC1	
DAXX	auto	ok	13	13	1	0.0	100.0				False	1.0	TFAP2B	
MAP2K1	auto	ok	13	13	4	0.0	25.0				False	0.25	OS9	
MEF2B	unresolved	failed	13	13							False			No canonical transcript/protein could be resolved for this gene.
MRE11	auto	ok	13	13	5	0.0	20.0				False	0.2	ATM	
PAK5	auto	ok	13	13	2	50.0	0.0				False	0.5	KDM5C	
RAD51C	auto	ok	13	13	6	0.0	0.0				False	0.16666666666666666	BCAS3	
SPOP	auto	ok	13	13	2	0.0	100.0				False	0.5	GDPD1	
BIRC3	auto	ok	12	12	3	0.0	66.66666666666667				False	0.3333333333333333	BIRC2	
BTK	auto	ok	12	12	1	0.0	0.0				False	1.0	RPL36A-HNRNPH2	
CBFB	auto	ok	12	12	1	0.0	0.0				False	1.0	SLC6A14	
EED	auto	ok	12	12	2	0.0	0.0				False	0.5	DCLK1	
IRS1	auto	ok	12	13	2	0.0	0.0				False	0.5	ABCA12	
RAB35	auto	ok	12	12	3	0.0	0.0				False	0.3333333333333333	CDH12	
SMAD2	auto	ok	12	13	1	0.0	0.0				False	1.0	RERE	
VEGFA	auto	ok	12	12	4	0.0	0.0				False	0.5	ABCC4	
ALOX12B	auto	ok	11	11	2	0.0	50.0				False	0.5	HES7	
BABAM1	auto	ok	11	12	4	0.0	0.0				False	0.5	ATP6V1E1	
BCL2	auto	ok	11	11	1	0.0	0.0				False	1.0	VPS4B	
EPHA7	auto	ok	11	11	2	0.0	100.0				False	0.5	CDH15	
FANCC	auto	ok	11	11	3	0.0	0.0				False	0.6666666666666666	CNTLN	
FBXW7	auto	ok	11	11	3	0.0	0.0				False	0.3333333333333333	PKD1L1	
IDH2	auto	ok	11	11	2	0.0	0.0				False	0.5	CHN1	
SRSF2	auto	ok	11	11	1	0.0	100.0				False	1.0	NPAS1	
TNFAIP3	auto	ok	11	12	3	0.0	0.0				False	0.3333333333333333	AIG1	
AURKA	auto	ok	10	10	3	0.0	66.66666666666667				False	0.6666666666666666	RAB3GAP2	
CCND2	auto	ok	10	10	5	0.0	60.0				False	0.4	ETV6	
EPHB1	auto	ok	10	10	2	0.0	50.0				False	0.5	GMPS	
H3C2	unresolved	failed	10	10							False			No canonical transcript/protein could be resolved for this gene.
MAPK3	auto	ok	10	10	1	0.0	100.0				False	1.0	GDPD3	
PIK3CG	auto	ok	10	10	0	0.0	0.0				False			
PMS1	auto	ok	10	11	0	0.0	0.0				False			
PTPN11	auto	ok	10	10	3	0.0	0.0				False	0.3333333333333333	ANKS1B	
SH2B3	auto	ok	10	10	4	0.0	25.0				False	0.25	ATXN2	
SOX17	auto	ok	10	10	3	0.0	0.0				False	0.6666666666666666	XKR4	
SYK	auto	ok	10	10	1	0.0	0.0				False	1.0	SMC2	
CHEK1	auto	ok	9	9	2	0.0	0.0				False	0.5	EI24	
GATA1	auto	ok	9	9	1	0.0	0.0				False	1.0	HDAC6	
IFNGR1	auto	ok	9	9	3	0.0	66.66666666666667				False	0.3333333333333333	ALDH2	
MAPKAP1	auto	ok	9	10	1	0.0	100.0				False	1.0	KIF2A	
PPP6C	auto	ok	9	9	1	0.0	100.0				False	1.0	LCN8	
PRDM14	auto	ok	9	9	0	0.0	0.0				False			
REL	auto	ok	9	9	0	0.0	0.0				False			
SHQ1	auto	ok	9	9	2	0.0	50.0				False	0.5	FHIT	
AKAP8	auto	ok	8	8	1	0.0	100.0				False	1.0	NOTCH3	
AURKB	auto	ok	8	8	3	0.0	66.66666666666667				False	0.3333333333333333	ALOXE3	
BARD1	auto	ok	8	8	0	0.0	0.0				False			
BCL2L14	auto	ok	8	8	4	50.0	0.0				False	0.75	ETV6	
CCND3	auto	ok	8	8	2	0.0	0.0				False	1.0	MED20	
CD79B	auto	ok	8	8	3	0.0	66.66666666666667				False	0.3333333333333333	SCN4A	
ERCC3	auto	ok	8	8	3	0.0	33.333333333333336				False	0.3333333333333333	CRACDL	
FGF3	auto	ok	8	8	3	0.0	0.0				False	0.3333333333333333	PPP6R3	
GNA11	auto	ok	8	8	1	0.0	0.0				False	1.0	LMNB2	
ICOSLG	auto	ok	8	8	0	0.0	0.0				False			
LYN	auto	ok	8	8	4	0.0	0.0				False	0.25	ASIC2	
NBPF20	unresolved	failed	8	8							False			No canonical transcript/protein could be resolved for this gene.
PDCD1	auto	ok	8	8	1	0.0	0.0				False	1.0	LINC01237	
RRAS	auto	ok	8	8	3	0.0	33.333333333333336				False	0.3333333333333333	BCL2L12	
XRCC2	auto	ok	8	8	1	0.0	0.0				False	1.0	SHH	
ACP3	auto	ok	7	7	7	71.42857142857143	0.0				False	0.42857142857142855	FGFR1	
AP1B1	auto	ok	7	7	2	0.0	0.0				False	1.0	EWSR1	
ASIC2	auto	ok	7	7	6	16.666666666666668	0.0				False	0.3333333333333333	NF1	
DCBLD1	auto	ok	7	7	0	0.0	0.0				False			
EPCAM	auto	ok	7	7	2	0.0	0.0				False	0.5	GMCL1	
H3C4	auto	ok	7	7	0	0.0	0.0				False			
INHA	auto	ok	7	7	1	0.0	0.0				False	1.0	EIF2AK2	
JUN	auto	ok	7	7	0	0.0	0.0				False			
KLF4	auto	ok	7	7	0	0.0	0.0				False			
NKX3-1	auto	ok	7	7	1	0.0	0.0				False	1.0	WRN	
PDPK1	auto	ok	7	7	1	0.0	100.0				False	1.0	CPPED1	
RAB11FIP4	unresolved	failed	7	7							False			No canonical transcript/protein could be resolved for this gene.
RYBP	auto	ok	7	8	0	0.0	0.0				False			
